filename,label,writer_id,folder,source_relative,simple_relative,full_relative,fixed_simple_relative,fixed_full_relative,full_roi_valid,full_foreground_pixels,full_threshold,full_roi_left,full_roi_top,full_roi_right,full_roi_bottom
m3_0_01.png,0,m3,0,0/m3_0_01.png,processed_simple/0/m3_0_01.pgm,processed_full/0/m3_0_01.pgm,fixed_input/simple/0/m3_0_01.txt,fixed_input/full/0/m3_0_01.txt,1,6075,127,68,56,288,424
m3_0_02.png,0,m3,0,0/m3_0_02.png,processed_simple/0/m3_0_02.pgm,processed_full/0/m3_0_02.pgm,fixed_input/simple/0/m3_0_02.txt,fixed_input/full/0/m3_0_02.txt,1,5039,127,94,113,279,406
m3_0_03.png,0,m3,0,0/m3_0_03.png,processed_simple/0/m3_0_03.pgm,processed_full/0/m3_0_03.pgm,fixed_input/simple/0/m3_0_03.txt,fixed_input/full/0/m3_0_03.txt,1,4493,127,92,110,246,384
m3_0_04.png,0,m3,0,0/m3_0_04.png,processed_simple/0/m3_0_04.pgm,processed_full/0/m3_0_04.pgm,fixed_input/simple/0/m3_0_04.txt,fixed_input/full/0/m3_0_04.txt,1,5066,127,76,104,252,403
m3_0_05.png,0,m3,0,0/m3_0_05.png,processed_simple/0/m3_0_05.pgm,processed_full/0/m3_0_05.pgm,fixed_input/simple/0/m3_0_05.txt,fixed_input/full/0/m3_0_05.txt,1,4556,127,104,103,257,385
m3_1_01.png,1,m3,1,1/m3_1_01.png,processed_simple/1/m3_1_01.pgm,processed_full/1/m3_1_01.pgm,fixed_input/simple/1/m3_1_01.txt,fixed_input/full/1/m3_1_01.txt,1,1538,127,167,135,179,367
m3_1_02.png,1,m3,1,1/m3_1_02.png,processed_simple/1/m3_1_02.pgm,processed_full/1/m3_1_02.pgm,fixed_input/simple/1/m3_1_02.txt,fixed_input/full/1/m3_1_02.txt,1,1660,127,169,139,186,384
m3_1_03.png,1,m3,1,1/m3_1_03.png,processed_simple/1/m3_1_03.pgm,processed_full/1/m3_1_03.pgm,fixed_input/simple/1/m3_1_03.txt,fixed_input/full/1/m3_1_03.txt,1,1651,127,181,111,200,358
m3_1_04.png,1,m3,1,1/m3_1_04.png,processed_simple/1/m3_1_04.pgm,processed_full/1/m3_1_04.pgm,fixed_input/simple/1/m3_1_04.txt,fixed_input/full/1/m3_1_04.txt,1,1649,127,196,116,211,362
m3_1_05.png,1,m3,1,1/m3_1_05.png,processed_simple/1/m3_1_05.pgm,processed_full/1/m3_1_05.pgm,fixed_input/simple/1/m3_1_05.txt,fixed_input/full/1/m3_1_05.txt,1,1736,127,182,112,199,372
