index,label,pred,logit0,logit1,logit2,logit3,logit4,logit5,logit6,logit7,logit8,logit9
0,7,7,-5.661494255065918,-4.432472229003906,-2.0092763900756836,3.290318250656128,-6.686837673187256,-5.916148662567139,-18.363903045654297,12.324501991271973,-3.238943576812744,2.6393775939941406
1,2,2,2.205151319503784,2.2608981132507324,15.499541282653809,-6.305811882019043,-11.366907119750977,-10.931048393249512,-3.0641372203826904,-6.561450958251953,2.6808059215545654,-13.983308792114258
2,1,1,-3.4231302738189697,9.447761535644531,-3.802687406539917,-7.710267543792725,1.8248859643936157,-4.507943153381348,-5.003681659698486,-0.8705744743347168,-2.4085488319396973,-5.515890598297119
3,0,0,11.851594924926758,-10.385488510131836,0.2247336357831955,-4.558711051940918,-8.676310539245605,-2.7755584716796875,0.5631617307662964,-6.378860950469971,-2.1266796588897705,-4.320296287536621
4,4,4,-5.189511299133301,-3.963897943496704,-2.9582293033599854,-6.494701385498047,11.734720230102539,-3.861384630203247,-5.931588649749756,-2.4813554286956787,-4.620446681976318,1.400952935218811
5,1,1,-4.2177958488464355,10.394670486450195,-5.234003067016602,-7.791845798492432,1.4096689224243164,-6.651421070098877,-7.910196781158447,0.22999413311481476,-2.3703136444091797,-4.978652477264404
6,4,4,-12.730250358581543,-2.2864837646484375,-6.979389667510986,-9.561983108520508,13.548139572143555,-0.6325940489768982,-7.241033554077148,-2.802654266357422,1.7408651113510132,2.5329129695892334
7,9,9,-11.388147354125977,-6.270013332366943,-1.433596134185791,2.5432989597320557,3.0587573051452637,0.2220696359872818,-12.833815574645996,-2.0471222400665283,-0.40775635838508606,8.931310653686523
8,5,5,-5.124726295471191,-12.135924339294434,-3.6658685207366943,-3.9275357723236084,-5.604104518890381,10.796242713928223,2.6421008110046387,-8.03437614440918,2.768099784851074,1.9683129787445068
9,9,9,-6.421579837799072,-16.25478172302246,-7.373703956604004,1.0903247594833374,3.8041162490844727,-3.2790229320526123,-12.815383911132812,-0.43055105209350586,4.326061725616455,14.494574546813965
10,0,0,13.528301239013672,-9.237350463867188,-0.011702639050781727,-5.782050132751465,-10.94128704071045,-1.969844937324524,-1.0347553491592407,-4.680397033691406,-4.891978740692139,-2.6379525661468506
11,6,6,3.973881483078003,-13.2067232131958,-5.694402694702148,-6.024699687957764,-5.758840084075928,0.8341992497444153,13.270363807678223,-11.398205757141113,4.614348411560059,-6.599768161773682
12,9,9,-8.100729942321777,-11.710114479064941,-6.099771022796631,-0.1714426726102829,5.018742084503174,-2.978386163711548,-14.58191967010498,1.6156657934188843,0.10736444592475891,13.358025550842285
13,0,0,10.38753604888916,-8.190252304077148,-3.476085901260376,-4.428481578826904,-9.385637283325195,-1.0354621410369873,-2.452976942062378,-1.3711180686950684,-2.816004514694214,-2.1731512546539307
14,1,1,-5.309203147888184,7.823655605316162,-3.4134280681610107,-4.3003106117248535,-1.3911337852478027,-4.500036716461182,-6.719841957092285,-2.9134230613708496,1.3761416673660278,-3.9485321044921875
15,5,5,-10.376659393310547,-1.1679412126541138,-6.657039642333984,4.841192245483398,-4.232560157775879,10.884251594543457,-5.772891044616699,-3.952160358428955,-0.9393011331558228,-1.9237898588180542
16,9,9,-6.0220866203308105,-11.051800727844238,-4.150252342224121,0.8458222150802612,2.2692649364471436,-3.3980047702789307,-12.957557678222656,2.92220139503479,-0.04878991097211838,11.22208023071289
17,7,7,-5.364478588104248,-5.905806064605713,-1.1241579055786133,4.116963863372803,-10.226218223571777,-3.687126398086548,-20.124170303344727,13.453718185424805,-6.1806254386901855,1.9399120807647705
18,3,3,-8.794771194458008,-8.30341625213623,-1.8276046514511108,8.988493919372559,-4.1640448570251465,1.6933937072753906,-7.10405158996582,-4.193281173706055,4.315268039703369,0.06730416417121887
19,4,4,-9.865243911743164,-1.37286376953125,-3.1557772159576416,-6.737922191619873,14.988423347473145,-3.409182548522949,-8.682493209838867,0.7603751420974731,-5.736382484436035,-2.557617425918579
20,9,9,-8.618188858032227,-7.777566909790039,-6.662140369415283,0.8451740741729736,3.805842399597168,-3.198373556137085,-16.67796516418457,2.8265769481658936,-1.675340175628662,11.594125747680664
21,6,6,-1.287833571434021,-11.790484428405762,-6.59334659576416,-5.989702224731445,-2.349464178085327,5.327144145965576,13.150850296020508,-13.357540130615234,1.1527423858642578,-5.064277648925781
22,6,6,2.2001452445983887,-13.099625587463379,-9.149839401245117,-4.843354225158691,-1.3414772748947144,2.0400373935699463,12.391697883605957,-7.298847198486328,-0.48453477025032043,-4.749495029449463
23,5,5,-8.644932746887207,-11.095475196838379,-9.20790958404541,1.4551604986190796,-6.645431041717529,14.368325233459473,0.7223343253135681,-10.816879272460938,0.9531159400939941,2.7484130859375
24,4,4,-4.782244682312012,-2.917854070663452,-2.4174227714538574,-5.884805202484131,10.387421607971191,-1.201983094215393,-4.221257209777832,-0.9127753973007202,-4.790035247802734,-0.5819060802459717
25,0,0,12.228556632995605,-15.21151351928711,-1.2085310220718384,-4.157138347625732,-7.664983749389648,-3.0044519901275635,1.3961000442504883,-6.492312431335449,0.2491125911474228,-1.3636043071746826
26,7,7,-3.2735588550567627,-3.138007402420044,-0.21765179932117462,1.7140979766845703,-4.079916954040527,-5.9781494140625,-12.747243881225586,9.197857856750488,-2.7056686878204346,1.7776387929916382
27,4,4,-11.215717315673828,-4.1182861328125,-1.1765893697738647,-6.153192520141602,17.72654151916504,-3.828916072845459,-11.21264934539795,-2.7685742378234863,-5.044361591339111,0.9616135358810425
28,0,0,11.985749244689941,-7.563199520111084,1.7324696779251099,-3.2437026500701904,-12.218003273010254,-3.154381036758423,-4.610793113708496,-3.2638332843780518,-3.4931752681732178,-5.476910591125488
29,1,1,-6.318071365356445,7.947243690490723,-2.988800048828125,-4.338411331176758,1.4430967569351196,-4.725269794464111,-8.196356773376465,-0.9426239728927612,0.2664235532283783,-2.2650997638702393
30,3,3,-12.501866340637207,-7.658322334289551,-8.055246353149414,18.632244110107422,-9.411820411682129,2.7532384395599365,-16.250926971435547,-0.7683590650558472,-1.2116637229919434,4.232362270355225
31,1,1,-7.1304850578308105,7.676741123199463,-3.393627643585205,-5.685366153717041,3.0358808040618896,-4.161531448364258,-8.851791381835938,-0.3932247459888458,-1.5698919296264648,0.10352856665849686
