"filename","label","writer_id","folder","source_relative","rgb_relative","width","height"
"m4_0_01.jpg","0","m4","0","0/m4_0_01.jpg","0/m4_0_01.ppm","242","328"
"m4_0_02.jpg","0","m4","0","0/m4_0_02.jpg","0/m4_0_02.ppm","312","302"
"m4_0_03.jpg","0","m4","0","0/m4_0_03.jpg","0/m4_0_03.ppm","256","286"
"m4_0_04.jpg","0","m4","0","0/m4_0_04.jpg","0/m4_0_04.ppm","474","438"
"m4_0_05.jpg","0","m4","0","0/m4_0_05.jpg","0/m4_0_05.ppm","368","382"
"m4_1_01.jpg","1","m4","1","1/m4_1_01.jpg","1/m4_1_01.ppm","303","480"
"m4_1_02.jpg","1","m4","1","1/m4_1_02.jpg","1/m4_1_02.ppm","241","479"
"m4_1_03.jpg","1","m4","1","1/m4_1_03.jpg","1/m4_1_03.ppm","237","480"
"m4_1_04.jpg","1","m4","1","1/m4_1_04.jpg","1/m4_1_04.ppm","264","462"
"m4_1_05.jpg","1","m4","1","1/m4_1_05.jpg","1/m4_1_05.ppm","318","480"
"m4_2_01.jpg","2","m4","2","2/m4_2_01.jpg","2/m4_2_01.ppm","274","480"
"m4_2_02.jpg","2","m4","2","2/m4_2_02.jpg","2/m4_2_02.ppm","279","480"
"m4_2_03.jpg","2","m4","2","2/m4_2_03.jpg","2/m4_2_03.ppm","264","384"
"m4_2_04.jpg","2","m4","2","2/m4_2_04.jpg","2/m4_2_04.ppm","138","302"
"m4_2_05.jpg","2","m4","2","2/m4_2_05.jpg","2/m4_2_05.ppm","238","470"
"m4_3_01.jpg","3","m4","3","3/m4_3_01.jpg","3/m4_3_01.ppm","231","480"
"m4_3_02.jpg","3","m4","3","3/m4_3_02.jpg","3/m4_3_02.ppm","413","480"
"m4_3_03.jpg","3","m4","3","3/m4_3_03.jpg","3/m4_3_03.ppm","369","480"
"m4_3_04.jpg","3","m4","3","3/m4_3_04.jpg","3/m4_3_04.ppm","319","479"
"m4_3_05.jpg","3","m4","3","3/m4_3_05.jpg","3/m4_3_05.ppm","348","480"
"m4_4_01.jpg","4","m4","4","4/m4_4_01.jpg","4/m4_4_01.ppm","301","480"
"m4_4_02.jpg","4","m4","4","4/m4_4_02.jpg","4/m4_4_02.ppm","302","480"
"m4_4_03.jpg","4","m4","4","4/m4_4_03.jpg","4/m4_4_03.ppm","308","480"
"m4_4_04.jpg","4","m4","4","4/m4_4_04.jpg","4/m4_4_04.ppm","484","480"
"m4_4_05.jpg","4","m4","4","4/m4_4_05.jpg","4/m4_4_05.ppm","282","480"
"m4_5_01.jpg","5","m4","5","5/m4_5_01.jpg","5/m4_5_01.ppm","350","480"
"m4_5_02.jpg","5","m4","5","5/m4_5_02.jpg","5/m4_5_02.ppm","263","480"
"m4_5_03.jpg","5","m4","5","5/m4_5_03.jpg","5/m4_5_03.ppm","372","408"
"m4_5_04.jpg","5","m4","5","5/m4_5_04.jpg","5/m4_5_04.ppm","412","378"
"m4_5_05.jpg","5","m4","5","5/m4_5_05.jpg","5/m4_5_05.ppm","274","434"
"m4_6_01.jpg","6","m4","6","6/m4_6_01.jpg","6/m4_6_01.ppm","310","424"
"m4_6_02.jpg","6","m4","6","6/m4_6_02.jpg","6/m4_6_02.ppm","208","356"
"m4_6_03.jpg","6","m4","6","6/m4_6_03.jpg","6/m4_6_03.ppm","248","256"
"m4_6_04.jpg","6","m4","6","6/m4_6_04.jpg","6/m4_6_04.ppm","390","474"
"m4_6_05.jpg","6","m4","6","6/m4_6_05.jpg","6/m4_6_05.ppm","252","288"
"m4_7_01.jpg","7","m4","7","7/m4_7_01.jpg","7/m4_7_01.ppm","360","480"
"m4_7_02.jpg","7","m4","7","7/m4_7_02.jpg","7/m4_7_02.ppm","264","474"
"m4_7_03.jpg","7","m4","7","7/m4_7_03.jpg","7/m4_7_03.ppm","206","480"
"m4_7_04.jpg","7","m4","7","7/m4_7_04.jpg","7/m4_7_04.ppm","232","480"
"m4_7_05.jpg","7","m4","7","7/m4_7_05.jpg","7/m4_7_05.ppm","290","480"
"m4_8_01.jpg","8","m4","8","8/m4_8_01.jpg","8/m4_8_01.ppm","308","480"
"m4_8_02.jpg","8","m4","8","8/m4_8_02.jpg","8/m4_8_02.ppm","297","480"
"m4_8_03.jpg","8","m4","8","8/m4_8_03.jpg","8/m4_8_03.ppm","241","480"
"m4_8_04.jpg","8","m4","8","8/m4_8_04.jpg","8/m4_8_04.ppm","502","479"
"m4_8_05.jpg","8","m4","8","8/m4_8_05.jpg","8/m4_8_05.ppm","262","480"
"m4_9_01.jpg","9","m4","9","9/m4_9_01.jpg","9/m4_9_01.ppm","198","480"
"m4_9_02.jpg","9","m4","9","9/m4_9_02.jpg","9/m4_9_02.ppm","172","480"
"m4_9_03.jpg","9","m4","9","9/m4_9_03.jpg","9/m4_9_03.ppm","281","480"
"m4_9_04.jpg","9","m4","9","9/m4_9_04.jpg","9/m4_9_04.ppm","289","480"
"m4_9_05.jpg","9","m4","9","9/m4_9_05.jpg","9/m4_9_05.ppm","253","480"
