filename,label,writer_id,folder
m1_0_01.jpg,0,m1,0
m1_0_02.jpg,0,m1,0
m1_0_03.jpg,0,m1,0
m1_0_04.jpg,0,m1,0
m1_0_05.jpg,0,m1,0
m1_1_01.jpg,1,m1,1
m1_1_02.jpg,1,m1,1
m1_1_03.jpg,1,m1,1
m1_1_04.jpg,1,m1,1
m1_1_05.jpg,1,m1,1
m1_2_01.jpg,2,m1,2
m1_2_02.jpg,2,m1,2
m1_2_03.jpg,2,m1,2
m1_2_04.jpg,2,m1,2
m1_2_05.jpg,2,m1,2
m1_3_01.jpg,3,m1,3
m1_3_02.jpg,3,m1,3
m1_3_03.jpg,3,m1,3
m1_3_04.jpg,3,m1,3
m1_3_05.jpg,3,m1,3
m1_4_01.jpg,4,m1,4
m1_4_02.jpg,4,m1,4
m1_4_03.jpg,4,m1,4
m1_4_04.jpg,4,m1,4
m1_4_05.jpg,4,m1,4
m1_5_01.jpg,5,m1,5
m1_5_02.jpg,5,m1,5
m1_5_03.jpg,5,m1,5
m1_5_04.jpg,5,m1,5
m1_5_05.jpg,5,m1,5
m1_6_01.jpg,6,m1,6
m1_6_02.jpg,6,m1,6
m1_6_03.jpg,6,m1,6
m1_6_04.jpg,6,m1,6
m1_6_05.jpg,6,m1,6
m1_7_01.jpg,7,m1,7
m1_7_02.jpg,7,m1,7
m1_7_03.jpg,7,m1,7
m1_7_04.jpg,7,m1,7
m1_7_05.jpg,7,m1,7
m1_8_01.jpg,8,m1,8
m1_8_02.jpg,8,m1,8
m1_8_03.jpg,8,m1,8
m1_8_04.jpg,8,m1,8
m1_8_05.jpg,8,m1,8
m1_9_01.jpg,9,m1,9
m1_9_02.jpg,9,m1,9
m1_9_03.jpg,9,m1,9
m1_9_04.jpg,9,m1,9
m1_9_05.jpg,9,m1,9
m6_0_01.png,0,m6,0
m6_0_02.png,0,m6,0
m6_0_03.png,0,m6,0
m6_0_04.png,0,m6,0
m6_0_05.png,0,m6,0
m6_1_01.png,1,m6,1
m6_1_02.png,1,m6,1
m6_1_03.png,1,m6,1
m6_1_04.png,1,m6,1
m6_1_05.png,1,m6,1
m6_2_01.png,2,m6,2
m6_2_02.png,2,m6,2
m6_2_03.png,2,m6,2
m6_2_04.png,2,m6,2
m6_2_05.png,2,m6,2
m6_3_01.png,3,m6,3
m6_3_02.png,3,m6,3
m6_3_03.png,3,m6,3
m6_3_04.png,3,m6,3
m6_3_05.png,3,m6,3
m6_4_01.png,4,m6,4
m6_4_02.png,4,m6,4
m6_4_03.png,4,m6,4
m6_4_04.png,4,m6,4
m6_4_05.png,4,m6,4
m6_5_01.png,5,m6,5
m6_5_02.png,5,m6,5
m6_5_03.png,5,m6,5
m6_5_04.png,5,m6,5
m6_5_05.png,5,m6,5
m6_6_01.png,6,m6,6
m6_6_02.png,6,m6,6
m6_6_03.png,6,m6,6
m6_6_04.png,6,m6,6
m6_6_05.png,6,m6,6
m6_7_01.png,7,m6,7
m6_7_02.png,7,m6,7
m6_7_03.png,7,m6,7
m6_7_04.png,7,m6,7
m6_7_05.png,7,m6,7
m6_8_01.png,8,m6,8
m6_8_02.png,8,m6,8
m6_8_03.png,8,m6,8
m6_8_04.png,8,m6,8
m6_8_05.png,8,m6,8
m6_9_01.png,9,m6,9
m6_9_02.png,9,m6,9
m6_9_03.png,9,m6,9
m6_9_04.png,9,m6,9
m6_9_05.png,9,m6,9
m8_0_01.jpg,0,m8,0
m8_1_01.jpg,1,m8,1
m8_2_01.jpg,2,m8,2
m8_3_01.jpg,3,m8,3
m8_4_01.jpg,4,m8,4
m8_5_01.jpg,5,m8,5
m8_6_01.jpg,6,m8,6
m8_7_01.jpg,7,m8,7
m8_8_01.jpg,8,m8,8
m8_9_01.jpg,9,m8,9
m8_0_02.png,0,m8,0
m8_0_03.png,0,m8,0
m8_0_04.png,0,m8,0
m8_0_05.png,0,m8,0
m8_1_02.png,1,m8,1
m8_1_03.png,1,m8,1
m8_1_04.png,1,m8,1
m8_1_05.png,1,m8,1
m8_2_02.png,2,m8,2
m8_2_03.png,2,m8,2
m8_2_04.png,2,m8,2
m8_2_05.png,2,m8,2
m8_3_02.png,3,m8,3
m8_3_03.png,3,m8,3
m8_3_04.png,3,m8,3
m8_3_05.png,3,m8,3
m8_4_02.png,4,m8,4
m8_4_03.png,4,m8,4
m8_4_04.png,4,m8,4
m8_4_05.png,4,m8,4
m8_5_02.png,5,m8,5
m8_5_03.png,5,m8,5
m8_5_04.png,5,m8,5
m8_5_05.png,5,m8,5
m8_6_02.png,6,m8,6
m8_6_03.png,6,m8,6
m8_6_04.png,6,m8,6
m8_6_05.png,6,m8,6
m8_7_02.png,7,m8,7
m8_7_03.png,7,m8,7
m8_7_04.png,7,m8,7
m8_7_05.png,7,m8,7
m8_8_02.png,8,m8,8
m8_8_03.png,8,m8,8
m8_8_04.png,8,m8,8
m8_8_05.png,8,m8,8
m8_9_02.png,9,m8,9
m8_9_03.png,9,m8,9
m8_9_04.png,9,m8,9
m8_9_05.png,9,m8,9
m5_0_01.jpg,0,m5,0
m5_0_02.jpg,0,m5,0
m5_0_03.jpg,0,m5,0
m5_0_04.jpg,0,m5,0
m5_1_01.jpg,1,m5,1
m5_1_02.jpg,1,m5,1
m5_1_03.jpg,1,m5,1
m5_1_04.jpg,1,m5,1
m5_2_01.jpg,2,m5,2
m5_2_02.jpg,2,m5,2
m5_2_03.jpg,2,m5,2
m5_2_04.jpg,2,m5,2
m5_3_01.jpg,3,m5,3
m5_3_02.jpg,3,m5,3
m5_3_03.jpg,3,m5,3
m5_3_04.jpg,3,m5,3
m5_4_01.jpg,4,m5,4
m5_4_02.jpg,4,m5,4
m5_4_03.jpg,4,m5,4
m5_4_04.jpg,4,m5,4
m5_5_01.jpg,5,m5,5
m5_5_02.jpg,5,m5,5
m5_5_03.jpg,5,m5,5
m5_5_04.jpg,5,m5,5
m5_6_01.jpg,6,m5,6
m5_6_02.jpg,6,m5,6
m5_6_03.jpg,6,m5,6
m5_6_04.jpg,6,m5,6
m5_7_01.jpg,7,m5,7
m5_7_02.jpg,7,m5,7
m5_7_03.jpg,7,m5,7
m5_7_04.jpg,7,m5,7
m5_8_01.jpg,8,m5,8
m5_8_02.jpg,8,m5,8
m5_8_03.jpg,8,m5,8
m5_8_04.jpg,8,m5,8
m5_9_01.jpg,9,m5,9
m5_9_02.jpg,9,m5,9
m5_9_03.jpg,9,m5,9
m5_9_04.jpg,9,m5,9
m4_0_01.jpg,0,m4,0
m4_0_02.jpg,0,m4,0
m4_0_03.jpg,0,m4,0
m4_0_04.jpg,0,m4,0
m4_0_05.jpg,0,m4,0
m4_1_01.jpg,1,m4,1
m4_1_02.jpg,1,m4,1
m4_1_03.jpg,1,m4,1
m4_1_04.jpg,1,m4,1
m4_1_05.jpg,1,m4,1
m4_2_01.jpg,2,m4,2
m4_2_02.jpg,2,m4,2
m4_2_03.jpg,2,m4,2
m4_2_04.jpg,2,m4,2
m4_2_05.jpg,2,m4,2
m4_3_01.jpg,3,m4,3
m4_3_02.jpg,3,m4,3
m4_3_03.jpg,3,m4,3
m4_3_04.jpg,3,m4,3
m4_3_05.jpg,3,m4,3
m4_4_01.jpg,4,m4,4
m4_4_02.jpg,4,m4,4
m4_4_03.jpg,4,m4,4
m4_4_04.jpg,4,m4,4
m4_4_05.jpg,4,m4,4
m4_5_01.jpg,5,m4,5
m4_5_02.jpg,5,m4,5
m4_5_03.jpg,5,m4,5
m4_5_04.jpg,5,m4,5
m4_5_05.jpg,5,m4,5
m4_6_01.jpg,6,m4,6
m4_6_02.jpg,6,m4,6
m4_6_03.jpg,6,m4,6
m4_6_04.jpg,6,m4,6
m4_6_05.jpg,6,m4,6
m4_7_01.jpg,7,m4,7
m4_7_02.jpg,7,m4,7
m4_7_03.jpg,7,m4,7
m4_7_04.jpg,7,m4,7
m4_7_05.jpg,7,m4,7
m4_8_01.jpg,8,m4,8
m4_8_02.jpg,8,m4,8
m4_8_03.jpg,8,m4,8
m4_8_04.jpg,8,m4,8
m4_8_05.jpg,8,m4,8
m4_9_01.jpg,9,m4,9
m4_9_02.jpg,9,m4,9
m4_9_03.jpg,9,m4,9
m4_9_04.jpg,9,m4,9
m4_9_05.jpg,9,m4,9
m3_0_01.png,0,m3,0
m3_0_02.png,0,m3,0
m3_0_03.png,0,m3,0
m3_0_04.png,0,m3,0
m3_0_05.png,0,m3,0
m3_1_01.png,1,m3,1
m3_1_02.png,1,m3,1
m3_1_03.png,1,m3,1
m3_1_04.png,1,m3,1
m3_1_05.png,1,m3,1
m3_2_01.png,2,m3,2
m3_2_02.png,2,m3,2
m3_2_03.png,2,m3,2
m3_2_04.png,2,m3,2
m3_2_05.png,2,m3,2
m3_3_01.png,3,m3,3
m3_3_02.png,3,m3,3
m3_3_03.png,3,m3,3
m3_3_04.png,3,m3,3
m3_3_05.png,3,m3,3
m3_4_01.png,4,m3,4
m3_4_02.png,4,m3,4
m3_4_03.png,4,m3,4
m3_4_04.png,4,m3,4
m3_4_05.png,4,m3,4
m3_5_01.png,5,m3,5
m3_5_02.png,5,m3,5
m3_5_03.png,5,m3,5
m3_5_04.png,5,m3,5
m3_5_05.png,5,m3,5
m3_6_01.png,6,m3,6
m3_6_02.png,6,m3,6
m3_6_03.png,6,m3,6
m3_6_04.png,6,m3,6
m3_6_05.png,6,m3,6
m3_7_01.png,7,m3,7
m3_7_02.png,7,m3,7
m3_7_03.png,7,m3,7
m3_7_04.png,7,m3,7
m3_7_05.png,7,m3,7
m3_8_01.png,8,m3,8
m3_8_02.png,8,m3,8
m3_8_03.png,8,m3,8
m3_8_04.png,8,m3,8
m3_8_05.png,8,m3,8
m3_9_01.png,9,m3,9
m3_9_02.png,9,m3,9
m3_9_03.png,9,m3,9
m3_9_04.png,9,m3,9
m3_9_05.png,9,m3,9
m7_0_01.png,0,m7,0
m7_0_02.png,0,m7,0
m7_0_03.png,0,m7,0
m7_0_04.png,0,m7,0
m7_0_05.png,0,m7,0
m7_1_01.png,1,m7,1
m7_1_02.png,1,m7,1
m7_1_03.png,1,m7,1
m7_1_04.png,1,m7,1
m7_1_05.png,1,m7,1
m7_2_01.png,2,m7,2
m7_2_02.png,2,m7,2
m7_2_03.png,2,m7,2
m7_2_04.png,2,m7,2
m7_2_05.png,2,m7,2
m7_3_01.png,3,m7,3
m7_3_02.png,3,m7,3
m7_3_03.png,3,m7,3
m7_3_04.png,3,m7,3
m7_3_05.png,3,m7,3
m7_4_01.png,4,m7,4
m7_4_02.png,4,m7,4
m7_4_03.png,4,m7,4
m7_4_04.png,4,m7,4
m7_4_05.png,4,m7,4
m7_5_01.png,5,m7,5
m7_5_02.png,5,m7,5
m7_5_03.png,5,m7,5
m7_5_04.png,5,m7,5
m7_5_05.png,5,m7,5
m7_6_01.png,6,m7,6
m7_6_02.png,6,m7,6
m7_6_03.png,6,m7,6
m7_6_04.png,6,m7,6
m7_6_05.png,6,m7,6
m7_7_01.png,7,m7,7
m7_7_02.png,7,m7,7
m7_7_03.png,7,m7,7
m7_7_04.png,7,m7,7
m7_7_05.png,7,m7,7
m7_8_01.png,8,m7,8
m7_8_02.png,8,m7,8
m7_8_03.png,8,m7,8
m7_8_04.png,8,m7,8
m7_8_05.png,8,m7,8
m7_9_01.png,9,m7,9
m7_9_02.png,9,m7,9
m7_9_03.png,9,m7,9
m7_9_04.png,9,m7,9
m7_9_05.png,9,m7,9
