"filename","label","writer_id","folder","source_relative","rgb_relative","width","height"
"m3_0_01.png","0","m3","0","0/m3_0_01.png","0/m3_0_01.ppm","378","480"
"m3_0_02.png","0","m3","0","0/m3_0_02.png","0/m3_0_02.ppm","378","480"
"m3_0_03.png","0","m3","0","0/m3_0_03.png","0/m3_0_03.ppm","378","480"
"m3_0_04.png","0","m3","0","0/m3_0_04.png","0/m3_0_04.ppm","378","480"
"m3_0_05.png","0","m3","0","0/m3_0_05.png","0/m3_0_05.ppm","378","480"
"m3_1_01.png","1","m3","1","1/m3_1_01.png","1/m3_1_01.ppm","379","480"
"m3_1_02.png","1","m3","1","1/m3_1_02.png","1/m3_1_02.ppm","379","480"
"m3_1_03.png","1","m3","1","1/m3_1_03.png","1/m3_1_03.ppm","379","480"
"m3_1_04.png","1","m3","1","1/m3_1_04.png","1/m3_1_04.ppm","379","480"
"m3_1_05.png","1","m3","1","1/m3_1_05.png","1/m3_1_05.ppm","379","480"
"m3_2_01.png","2","m3","2","2/m3_2_01.png","2/m3_2_01.ppm","378","480"
"m3_2_02.png","2","m3","2","2/m3_2_02.png","2/m3_2_02.ppm","378","480"
"m3_2_03.png","2","m3","2","2/m3_2_03.png","2/m3_2_03.ppm","378","480"
"m3_2_04.png","2","m3","2","2/m3_2_04.png","2/m3_2_04.ppm","378","480"
"m3_2_05.png","2","m3","2","2/m3_2_05.png","2/m3_2_05.ppm","378","480"
"m3_3_01.png","3","m3","3","3/m3_3_01.png","3/m3_3_01.ppm","378","480"
"m3_3_02.png","3","m3","3","3/m3_3_02.png","3/m3_3_02.ppm","378","480"
"m3_3_03.png","3","m3","3","3/m3_3_03.png","3/m3_3_03.ppm","378","480"
"m3_3_04.png","3","m3","3","3/m3_3_04.png","3/m3_3_04.ppm","378","480"
"m3_3_05.png","3","m3","3","3/m3_3_05.png","3/m3_3_05.ppm","378","480"
"m3_4_01.png","4","m3","4","4/m3_4_01.png","4/m3_4_01.ppm","378","480"
"m3_4_02.png","4","m3","4","4/m3_4_02.png","4/m3_4_02.ppm","378","480"
